0.000000000000000000e+00	2.313333897280966858e-03	6.425927492447128762e-03
1.122448979591836649e+00	4.228264676737159694e-02	6.425927492447126160e-03
2.244897959183673297e+00	1.498527726888217171e-01	4.819495468277939024e-03
3.367346938775510168e+00	2.575515407854984673e-01	4.819395770392753686e-03
4.489795918367346594e+00	3.622939794561932936e-01	3.213262839879157257e-03
5.612244897959183021e+00	4.716635166163141712e-01	4.819395770392753686e-03
6.734693877551019447e+00	5.805188519637461964e-01	4.819395770392753686e-03
7.857142857142855874e+00	6.878320604229608559e-01	9.638791540785451861e-03
8.979591836734693189e+00	7.964302549848942814e-01	3.213262839879129935e-03
1.010204081632653050e+01	9.385724012084591950e-01	4.819395770392753686e-03
1.122448979591836782e+01	1.119654786706948624e+00	3.213262839879129935e-03
1.234693877551020513e+01	1.229152575226586164e+00	4.819395770392642664e-03
1.346938775510204245e+01	1.336979666465256678e+00	4.819395770392642664e-03
1.459183673469387976e+01	1.444806917220543552e+00	6.426525679758259869e-03
1.571428571428571708e+01	1.552634327492446786e+00	3.212265861027137348e-03
1.683673469387755262e+01	1.664831216918428947e+00	6.425528700906266849e-03
1.795918367346938993e+01	1.773043939577039207e+00	6.426525679758370024e-03
1.908163265306122724e+01	1.916728292447130055e+00	4.819395770392753686e-03
2.020408163265306456e+01	2.096778924471299099e+00	4.825377643504487161e-03
2.132653061224490187e+01	2.206027069486404368e+00	4.815407854985005384e-03
2.244897959183673919e+01	2.314486404833836719e+00	6.430513595166229349e-03
2.357142857142857650e+01	2.422065208459214247e+00	3.210271903323263197e-03
2.469387755102041382e+01	2.530786948640483036e+00	3.220241691842966152e-03
2.581632653061225113e+01	2.638745401812689018e+00	4.815407854985005384e-03
2.693877551020408845e+01	2.747734332326284168e+00	3.220241691842966152e-03
2.806122448979592576e+01	2.892961450151057434e+00	4.815407854985005384e-03
2.918367346938776308e+01	3.074547190332325819e+00	6.430513595166008171e-03
3.030612244897960039e+01	3.181354731117824297e+00	6.420543806646526394e-03
3.142857142857143771e+01	3.292907891238670448e+00	4.825377643504487161e-03
3.255102040816327502e+01	3.400859963746223347e+00	3.210271903323263197e-03
3.367346938775511234e+01	3.509594465256796969e+00	8.035649546827750359e-03
3.479591836734694965e+01	3.618439830815709524e+00	4.825377643504487161e-03
3.591836734693878697e+01	3.728201619335348216e+00	4.815407854984784207e-03
3.704081632653062428e+01	3.872526670694864226e+00	4.815407854985005384e-03
3.816326530612246160e+01	4.052447057401812103e+00	4.825377643504708339e-03
3.928571428571429891e+01	4.160919951661631089e+00	8.025679758308489758e-03
4.040816326530613622e+01	4.270554126888217006e+00	4.815407854985005384e-03
4.153061224489797354e+01	4.378242996978850776e+00	4.825377643504708339e-03
4.265306122448981085e+01	4.486335444108760839e+00	4.815407854985005384e-03
4.377551020408164817e+01	4.595052398791541037e+00	8.035649546827750359e-03
4.489795918367348548e+01	4.704555770392749636e+00	8.035649546827750359e-03
4.602040816326532280e+01	4.854789317220543410e+00	6.430513595166229349e-03
4.714285714285716011e+01	5.032154247734138330e+00	6.430513595166229349e-03
4.826530612244899743e+01	5.141257232628397844e+00	8.035649546828192713e-03
4.938775510204083474e+01	5.249734114803623619e+00	3.210271903323484374e-03
5.051020408163267206e+01	5.359230308157098221e+00	4.825377643504708339e-03
5.163265306122450937e+01	5.467826827794561417e+00	4.815407854985005384e-03
5.275510204081634669e+01	5.577073377643503527e+00	8.035649546828192713e-03
5.387755102040818400e+01	5.685662719033231838e+00	3.210271903323042020e-03
5.500000000000002132e+01	5.839636930513593782e+00	8.035649546827750359e-03
