0.000000000000000000e+00	-7.089935999999999808e-04	8.862435000000000104e-03	3.727041215709969019e-02	2.891667371601208333e-02
2.040816326530612290e+00	3.718999199999999811e-02	8.056800000000001113e-03	1.304464916012084419e-01	8.514368882175225861e-02
4.081632653061224580e+00	9.822804800000001224e-02	1.047400000000000414e-02	2.333899417522658226e-01	4.980098791540785858e-02
6.122448979591837315e+00	1.640356399999999826e-01	9.668500000000010419e-03	3.450728048338368437e-01	2.570410876132930150e-02
8.163265306122449161e+00	2.248803199999999947e-01	1.047399999999999720e-02	4.394055879154079025e-01	4.337456193353472766e-02
1.020408163265306101e+01	2.886253599999999975e-01	9.668000000000009919e-03	5.471042682779455602e-01	4.337555891238672329e-02
1.224489795918367285e+01	3.519192000000000431e-01	8.862499999999995381e-03	6.464492229607250451e-01	2.891737160120845876e-02
1.428571428571428470e+01	4.140530799999999623e-01	8.862499999999995381e-03	7.550474972809667618e-01	2.891737160120845876e-02
1.632653061224489832e+01	4.765735600000000627e-01	1.289049999999999918e-02	8.456533341389725900e-01	1.381583383685800470e-01
1.836734693877551194e+01	5.408984800000000703e-01	1.208550000000002678e-02	9.610628882175226151e-01	2.249084592145014425e-02
2.040816326530612557e+01	6.041280399999999773e-01	1.047400000000003883e-02	1.062977894864048034e+00	4.016229607250764583e-02
2.244897959183673919e+01	6.664550800000000885e-01	1.047400000000003883e-02	1.174403760725075463e+00	7.229193353474318295e-02
2.448979591836735281e+01	7.294267199999999729e-01	8.862499999999995381e-03	1.268093771601208397e+00	2.409697885196376843e-02
2.653061224489796643e+01	7.923338399999999559e-01	1.369650000000000034e-02	1.387744952265860920e+00	6.425927492447131018e-02
2.857142857142858006e+01	8.586571599999999194e-01	1.127949999999999786e-02	1.476551122658610105e+00	1.317318126888217256e-01
3.061224489795919368e+01	9.236269200000001289e-01	1.691950000000003174e-02	1.593374711782477249e+00	3.534290030211478112e-02
3.265306122448980375e+01	9.861474399999998752e-01	1.611400000000001720e-02	1.700944662235649441e+00	2.409797583081576058e-02
3.469387755102041382e+01	1.050149600000000127e+00	1.288999999999995705e-02	1.809543415105740571e+00	3.855616314199402511e-02
3.673469387755102389e+01	1.112735199999999924e+00	1.127999999999995673e-02	1.907088942598186954e+00	4.016229607250753481e-02
3.877551020408163396e+01	1.175835600000000092e+00	2.094499999999999140e-02	2.020056217522657960e+00	4.015830815709956619e-02
4.081632653061224403e+01	1.244478799999999996e+00	1.369999999999993445e-02	2.121845365558912455e+00	6.104501510574029260e-02
4.285714285714285410e+01	1.307707599999999859e+00	1.127999999999995673e-02	2.227742864048338323e+00	1.429767371601208814e-01
4.489795918367346417e+01	1.373193199999999781e+00	1.288999999999995705e-02	2.332228640483383408e+00	3.052749244712977747e-02
4.693877551020407424e+01	1.434425999999999979e+00	8.860000000000090026e-03	2.436841232628398579e+00	3.052749244712977747e-02
4.897959183673468431e+01	1.500812000000000035e+00	1.369500000000001272e-02	2.544412060422960309e+00	2.891238670694855351e-02
5.102040816326529438e+01	1.581380799999999809e+00	1.208500000000001240e-02	2.703005075528699841e+00	3.212265861027181757e-02
5.306122448979590445e+01	1.658981999999999957e+00	1.611499999999999044e-02	2.809803842900302495e+00	3.373776435045326011e-02
5.510204081632651452e+01	1.727241199999999921e+00	1.208500000000001240e-02	2.912362658610271993e+00	3.534290030211478112e-02
5.714285714285712459e+01	1.787827200000000172e+00	1.289000000000006807e-02	3.023143758308156848e+00	2.892235649546825646e-02
5.918367346938773466e+01	1.855632000000000170e+00	1.046999999999997932e-02	3.124673691842899448e+00	3.052749244712999951e-02
6.122448979591834473e+01	1.919507199999999969e+00	9.669999999999956408e-03	3.237771770392749104e+00	2.570211480362528944e-02
6.326530612244895480e+01	1.982801200000000152e+00	1.047499999999990106e-02	3.348938900302114607e+00	2.249184290030202538e-02
6.530612244897956487e+01	2.048544000000000143e+00	8.864999999999900737e-03	3.453427069486404655e+00	3.052749244712999951e-02
6.734693877551018204e+01	2.113190400000000135e+00	1.692000000000004611e-02	3.558297280966767229e+00	1.927160120845928040e-02
6.938775510204079922e+01	2.178612400000000004e+00	1.128000000000017877e-02	3.661369740181268817e+00	1.140643504531723140e-01
7.142857142857141639e+01	2.241325999999999929e+00	1.047500000000001208e-02	3.779221413897280613e+00	2.409697885196376843e-02
7.346938775510203357e+01	2.307843200000000206e+00	8.860000000000090026e-03	3.881651818731117309e+00	3.051752265861029656e-02
7.551020408163265074e+01	2.371588000000000029e+00	8.865000000000122782e-03	3.990250731117824134e+00	6.265015105740159851e-02
7.755102040816326792e+01	2.437201599999999857e+00	8.859999999999867981e-03	4.094735709969787862e+00	3.856314199395752956e-02
7.959183673469388509e+01	2.503460800000000042e+00	1.208499999999990138e-02	4.205003166163141515e+00	2.891238670694855351e-02
8.163265306122450227e+01	2.567720800000000025e+00	9.665000000000034674e-03	4.313985716012084914e+00	3.052749244712977747e-02
8.367346938775511944e+01	2.632561599999999835e+00	8.059999999999956088e-03	4.413588688821752370e+00	5.621963746223558600e-02
8.571428571428573662e+01	2.696501599999999499e+00	8.059999999999956088e-03	4.533753353474319958e+00	2.731722054380673545e-02
8.775510204081635379e+01	2.762373999999999885e+00	1.128000000000017877e-02	4.631556181268882355e+00	4.176344410876130925e-02
8.979591836734697097e+01	2.828632000000000257e+00	8.859999999999867981e-03	4.740926356495466898e+00	5.462447129909376448e-02
9.183673469387758814e+01	2.891667599999999894e+00	9.669999999999845386e-03	4.843355166163140879e+00	1.349510574018125963e-01
9.387755102040820532e+01	2.957863199999999360e+00	6.445000000000034035e-03	4.967632966767371094e+00	4.015830815709978824e-02
9.591836734693882249e+01	3.021155599999999719e+00	1.047500000000001208e-02	5.064919758308157327e+00	2.570211480362551149e-02
9.795918367346943967e+01	3.086512399999999712e+00	1.128000000000017877e-02	5.177374984894258958e+00	4.337854984894252974e-02
1.000000000000000568e+02	3.171332799999999619e+00	8.059999999999956088e-03	5.342005703927492632e+00	2.892235649546825646e-02
