0.000000000000000000e+00	1.031267600000000196e-03	1.047380499999999923e-02	3.187263944410875793e-02	2.891666374622356428e-02
2.040816326530612290e+00	3.918808000000000014e-02	1.047380000000000012e-02	1.454831260422960737e-01	5.140722054380664902e-02
4.081632653061224580e+00	1.020308599999999871e-01	8.056800000000002848e-03	2.340327139577038917e-01	2.731044108761328248e-02
6.122448979591837315e+00	1.657115200000000010e-01	9.667999999999996041e-03	3.567679250755286247e-01	3.694903323262838102e-02
8.163265306122449161e+00	2.301653999999999922e-01	9.667999999999996041e-03	4.485304966767371115e-01	1.927758308157098699e-02
1.020408163265306101e+01	2.941038000000000263e-01	1.289049999999999918e-02	5.572571818731117954e-01	2.731024169184289793e-02
1.224489795918367285e+01	3.588159200000000659e-01	1.047400000000001108e-02	6.614858972809667392e-01	1.927858006042295139e-02
1.428571428571428470e+01	4.219809600000000160e-01	1.127949999999999786e-02	7.700843311178248163e-01	5.783374622356492883e-02
1.632653061224489832e+01	4.875307200000000285e-01	1.530799999999998828e-02	8.741842368580060585e-01	3.052350453172208294e-02
1.836734693877551194e+01	5.547561599999999427e-01	1.208500000000001240e-02	9.825253703927491200e-01	8.675012084592138850e-02
2.040816326530612557e+01	6.171477199999999552e-01	1.127899999999998348e-02	1.085083149244713052e+00	4.658782477341391615e-02
2.244897959183673919e+01	6.819241200000000225e-01	1.611350000000000282e-02	1.204220367371601208e+00	3.694903323262829775e-02
2.448979591836735281e+01	7.505676800000000704e-01	9.668000000000009919e-03	1.302408029003020884e+00	4.819495468277942146e-02
2.653061224489796643e+01	8.143128400000000378e-01	1.208550000000002678e-02	1.423087772809667806e+00	4.016229607250753481e-02
2.857142857142858006e+01	8.805715200000000520e-01	1.208550000000002678e-02	1.522432567975830597e+00	6.265314199395767558e-02
3.061224489795919368e+01	9.456058000000000519e-01	1.369650000000000034e-02	1.636300234441087742e+00	2.248984894259815209e-02
3.265306122448980375e+01	1.010316400000000003e+00	1.288999999999995705e-02	1.743998595770392512e+00	7.068480362537757355e-02
3.469387755102041382e+01	1.077671199999999940e+00	1.208500000000001240e-02	1.848227709969788579e+00	3.373676737160127143e-02
3.673469387755102389e+01	1.140320800000000023e+00	1.369999999999993445e-02	1.952070315407854695e+00	6.104601208459217720e-02
3.877551020408163396e+01	1.208514799999999889e+00	1.208500000000001240e-02	2.063111666465256899e+00	5.462048338368590689e-02
4.081632653061224403e+01	1.272065599999999908e+00	1.449999999999995737e-02	2.175820205438065980e+00	4.016827794561948772e-02
4.285714285714285410e+01	1.337615600000000127e+00	1.127999999999995673e-02	2.276706489425981861e+00	3.052749244712977747e-02
4.489795918367346417e+01	1.403421999999999947e+00	1.289000000000006807e-02	2.391348688821751889e+00	3.213262839879151705e-02
4.693877551020407424e+01	1.468135199999999863e+00	1.208500000000001240e-02	2.498530296072507095e+00	3.213262839879151705e-02
4.897959183673468431e+01	1.536520000000000108e+00	1.128000000000006775e-02	2.604560990936556131e+00	3.534290030211500316e-02
5.102040816326529438e+01	1.620568800000000032e+00	1.369999999999993445e-02	2.771891528700905827e+00	3.372779456193356062e-02
5.306122448979590445e+01	1.702748400000000162e+00	1.531000000000004579e-02	2.894754416918429385e+00	5.140422960725080093e-02
5.510204081632651452e+01	1.768233600000000072e+00	1.530999999999993477e-02	2.991399951661631640e+00	2.249184290030202538e-02
5.714285714285712459e+01	1.836812400000000123e+00	1.450000000000006839e-02	3.107838308157099050e+00	2.892235649546825646e-02
5.918367346938773466e+01	1.903264000000000067e+00	1.288999999999995705e-02	3.215924374622356030e+00	6.747552870090629817e-02
6.122448979591834473e+01	1.967911599999999872e+00	1.369500000000001272e-02	3.332491141993957573e+00	4.979909365558905787e-02
6.326530612244895480e+01	2.035007999999999928e+00	1.530499999999990202e-02	3.441730513595166130e+00	2.409697885196376843e-02
6.530612244897956487e+01	2.101203200000000049e+00	8.859999999999867981e-03	3.542745208459214368e+00	2.730725075528703250e-02
6.734693877551018204e+01	2.168750399999999967e+00	1.611499999999987942e-02	3.655715673716011249e+00	2.409697885196376843e-02
6.938775510204079922e+01	2.235781600000000147e+00	1.047500000000001208e-02	3.767396447129908843e+00	1.012132930513595652e-01
7.142857142857141639e+01	2.300945599999999924e+00	1.449999999999995737e-02	3.888847613293050731e+00	5.462447129909376448e-02
7.346938775510203357e+01	2.369717599999999980e+00	6.445000000000034035e-03	3.990635166163141179e+00	5.140422960725080093e-02
7.551020408163265074e+01	2.433915199999999945e+00	7.249999999999978684e-03	4.107583178247733890e+00	5.141419939577028531e-02
7.755102040816326792e+01	2.504877200000000137e+00	1.208499999999990138e-02	4.207189341389727666e+00	4.016827794561905057e-02
7.959183673469388509e+01	2.569977200000000295e+00	1.046999999999997932e-02	4.321309921450150249e+00	3.213262839879129501e-02
8.163265306122450227e+01	2.636236800000000269e+00	1.449999999999995737e-02	4.431581365558912466e+00	3.373776435045326011e-02
8.367346938775511944e+01	2.706297599999999637e+00	8.864999999999900737e-03	4.549173824773413699e+00	2.087673716012080141e-02
8.571428571428573662e+01	2.771009200000000394e+00	1.046999999999997932e-02	4.640038477341389189e+00	1.253102719033228896e-01
8.775510204081635379e+01	2.839395200000000230e+00	7.249999999999978684e-03	4.768301800604229257e+00	2.892235649546825646e-02
8.979591836734697097e+01	2.903978799999999971e+00	8.860000000000090026e-03	4.885122996978851440e+00	1.188797583081570991e-01
9.183673469387758814e+01	2.974619599999999586e+00	1.127999999999995673e-02	4.978044616314198478e+00	5.782477341389710701e-02
9.387755102040820532e+01	3.040362399999999798e+00	1.047500000000001208e-02	5.098466102719032556e+00	5.621963746223558600e-02
9.591836734693882249e+01	3.107072400000000290e+00	8.054999999999923332e-03	5.205008048338368276e+00	2.730725075528703250e-02
9.795918367346943967e+01	3.169851200000000091e+00	1.047500000000001208e-02	5.319643867069486554e+00	3.051752265861007452e-02
1.000000000000000568e+02	3.258863199999999960e+00	1.127999999999995673e-02	5.483894936555890887e+00	5.461450151057406499e-02
